Title,Society,Area_marla,Price_clean,Price_per_marla,Price_per_marla_formatted,Bedrooms,Bathrooms,Date_Posted_clean
"Brand New 1 Kanal House For Sale In DHA Phase 7, Lahore By Haram Estate & Builders",DHA Phase 7,20.0,62500000.0,3125000.0,31.25 Lakh,5,6,2025-07-25
"1 Kanal House for Sale in DHA Phase 4, Lahore By Haram Estate & Builders",DHA Phase 4,20.0,77500000.0,3875000.0,38.75 Lakh,5,6,2025-07-25
"Brand New 1 Kanal Furnished House For Sale In DHA Phase 7, Lahore By Haram Estate & Builders",DHA Phase 7,20.0,80000000.0,4000000.0,40.00 Lakh,5,6,2025-07-25
100% Original 1 Kanal Brand New Furnished House Nearby Dolmen Mall & DHA Raya In Heart Phase 6 DHA Lahore,DHA Phase 6 - Block A,20.0,135000000.0,6750000.0,67.50 Lakh,5,6,2025-07-25
Confirm Deal 1 Kanal Brand New Modern Design Owner Build House,DHA Phase 6 - Block L,20.0,87500000.0,4375000.0,43.75 Lakh,5,6,2025-07-25
1 Kanal Brand New Luxury House For Sale In Phase 7 DHA Lahore,DHA Phase 7,20.0,65000000.0,3250000.0,32.50 Lakh,5,6,2025-07-25
"Brand New Luxury 1 Kanal House For Sale In DHA Phase 5, Lahore Offered By Haram Estate & Builders",DHA Phase 5,20.0,90000000.0,4500000.0,45.00 Lakh,-,-,2025-07-25
Confirm Deal 1 Kanal Spanish Design Owner Build House,DHA Phase 8 - Block V,20.0,79500000.0,3975000.0,39.75 Lakh,5,6,2025-07-25
5 Marla Brand New A Plus Solid Constructed House For Sale And Direct Meeting With Owner In Park View City Lahore.,Park View City,5.0,17000000.0,3400000.0,34.00 Lakh,4,4,2025-07-27
3 Years Installment Plan Luxury Brand New House In Park View City Lahore,Park View City,3.5,11500000.0,3285714.285714286,32.86 Lakh,3,4,2025-07-27
3 Years Installment Plan Luxury Designer House In Park View City Lahore,Park View City,5.0,17000000.0,3400000.0,34.00 Lakh,4,5,2025-07-25
"Discover Luxury Living In This Meticulously Designed 2 Kanal House In DHA Phase 7, Near RAYA Fairways, With A Solid Build And A Hot Location.",DHA Phase 7,40.0,139500000.0,3487500.0,34.88 Lakh,5,6,2025-07-25
1 Kanal Modern Designed Luxury Bungalow For Sale At Prime Location In DHA Phase 7,DHA Phase 7,20.0,64500000.0,3225000.0,32.25 Lakh,5,6,2025-07-25
10 Marla Slightly Used House Is Available For Sale In Bahria Town Lahore,Bahria Town - Sector C,10.0,38000000.0,3800000.0,38.00 Lakh,5,6,2025-07-25
3 Years Installments Plan 5 Marla Brand New House For Sale In Overseas Block Park View City,Park View City - Overseas Block,5.0,14500000.0,2900000.0,29.00 Lakh,4,5,2025-07-27
3 Years Installments Plan 10 Marla Brand New House For Sale In Park View City,Park View City,10.0,32000000.0,3200000.0,32.00 Lakh,5,6,2025-07-27
3 Years Installments Plan Modern Brand New House For Sale In Park View City,Park View City,3.5,11200000.000000002,3200000.0000000005,32.00 Lakh,3,4,2025-07-27
Brand New Modern Design House For Sale Park View City Lahore,Park View City,5.0,22000000.0,4400000.0,44.00 Lakh,4,4,2025-07-25
5 Marla Brand New Ultra Modern Design House For Sale In DHA Rahber Phase 11,DHA 11 Rahbar Phase 2,5.0,23500000.0,4700000.0,47.00 Lakh,3,4,2025-07-25
3 Years Installment Plan Luxury Brand New House In Park View City Lahore,Park View City,3.5,11500000.0,3285714.285714286,32.86 Lakh,3,4,2025-07-25
Ideal Location 1 Kanal Corner Grey Structure House For Sale Back Of 100 Ft Road DHA Lahore,DHA Phase 7 - Block U,20.0,55000000.0,2750000.0,27.50 Lakh,5,6,2025-07-25
Affordable Modern Brand New House For Sale In CENTRAL PARK (A1 Block ),Central Park - Block A1,5.0,16500000.0,3300000.0,33.00 Lakh,3,4,2025-07-25
Buy Your Spanish Dream House Beautiful And Luxurious Facing Park,Central Park - Block A1,5.0,20000000.0,4000000.0,40.00 Lakh,3,4,2025-07-25
1 Kanal LUXURIOUS Spanish House For Sale,Central Park - Block B,20.0,78000000.0,3900000.0,39.00 Lakh,5,6,2025-07-25
5 Marla Spanish House Facing Park For Sale,Central Park - Block E,5.0,18500000.0,3700000.0,37.00 Lakh,3,5,2025-07-25
1 Kanal Brand New Modern Design House For Sale,DHA Phase 7 - Block Z1,20.0,65000000.0,3250000.0,32.50 Lakh,5,6,2025-07-25
SPANISH DESIGN KALAMKAR FURNISHED FACING PARK TOP LOCATION,DHA Phase 6 - Block L,20.0,79500000.0,3975000.0,39.75 Lakh,5,6,2025-07-25
1 Kanal Brand New Beautiful Design Bungalow For Sale Prime Location Of Dha,DHA Phase 7 - Block X,20.0,60000000.0,3000000.0,30.00 Lakh,5,6,2025-07-25
MODERN DESIGNER HOUSE FOR SALE AT PRIME LOCATION,DHA Phase 7 - Block W,20.0,71500000.0,3575000.0,35.75 Lakh,5,6,2025-07-27
1 KANAL MOST BEATIFUL MAGNIFICEN LUXURY HOUSE FOR SALE,DHA Phase 6 - Block J,20.0,111000000.0,5550000.0,55.50 Lakh,5,6,2025-07-27
1 KANAL BRAND NEW CLASSIC LUXURIOUS HOUSE FOR SALE,DHA Phase 6 - Block M,20.0,112000000.0,5600000.0,56.00 Lakh,5,6,2025-07-27
One Kanal Modern Luxury House for Sale at Good Location in DHA Phase 4 Lahore,DHA Phase 4,20.0,75000000.0,3750000.0,37.50 Lakh,5,5,2025-07-25
100% Original Deal | 2 Kanal Ultra Luxury House For Sale in DHA Phase 6 | Direct Owner Deal | Prime Location | Serious Buyers Only,DHA Phase 6,40.0,177500000.0,4437500.0,44.38 Lakh,6,6,2025-07-25
01 KANAL ULTRA MODERN DESIGNER BUNGALOW FOR SALE AT HOT LOCATION,DHA Phase 6,20.0,88000000.0,4400000.0,44.00 Lakh,5,6,2025-07-25
Prime Location House Sized 1 Kanal In PGECHS Phase 2,PGECHS Phase 2,17.0,64000000.0,3764705.882352941,37.65 Lakh,6,6,2025-07-25
Kanal Of Dreams: Elegant Modern Designer House,DHA Phase 8,20.0,109000000.0,5450000.0,54.50 Lakh,5,6,2025-07-25
"4 Beds House With Attached Bath 10-Marla Available For Sale At Hottest Location Phase-5,",DHA Phase 5,10.0,69000000.0,6900000.0,69.00 Lakh,4,5,2025-07-25
5 Marla Modern Design House For Sale in Park View City Lahore,Park View City,5.0,21000000.0,4200000.0,42.00 Lakh,4,4,2025-07-25
5 Marla Brand New House For Sale Park View City Lahore,Park View City,5.0,16000000.0,3200000.0,32.00 Lakh,4,4,2025-07-25
5 Marla Brand New Modern House For Sale 4 Bedrooms Prime Location,Park View City,5.0,22000000.0,4400000.0,44.00 Lakh,4,4,2025-07-25
10 Marla Brand New House For Sale Available In Valencia Town Lahore,Valencia Housing Society,10.0,42000000.0,4200000.0,42.00 Lakh,5,6,2025-07-25
10 Marla Owner Built Used House In Good Condition For Sale,Wapda Town Phase 1,10.0,32500000.0,3250000.0,32.50 Lakh,4,5,2025-07-25
One Kanal Brand New Luxury Ideal Location Modern House For Sale In Phase 8 DHA Lahore,DHA Phase 8,20.0,80000000.0,4000000.0,40.00 Lakh,5,6,2025-07-25
One Kanal Modern Luxury House For Sale At Prime Location In DHA Phase 4 Lahore,DHA Phase 4,20.0,75000000.0,3750000.0,37.50 Lakh,5,5,2025-07-25
Formanite Housing Scheme Opposite DHA Phase 5 M Extension Lahore 3 Marla Brand New House For Sale,Formanites Housing Scheme - Block J,3.0,12500000.0,4166666.6666666665,41.67 Lakh,3,3,2025-07-25
Formanites Housing Scheme  5 Marla Brand New Modern House  For Sale,Formanites Housing Scheme - Block M,5.0,22000000.0,4400000.0,44.00 Lakh,4,5,2025-07-25
5 Marla Ultra Modern House For Sale,Central Park - Block E,5.0,19000000.0,3800000.0,38.00 Lakh,3,4,2025-07-25
10 Marla Modern House For Sale,Central Park - Block G,10.0,37000000.0,3700000.0,37.00 Lakh,5,5,2025-07-25
10 Marla Luxury House In UET Housing Society,UET Housing Society,10.0,38000000.0,3800000.0,38.00 Lakh,5,6,2025-07-25
Brand New One Kanal Modern Luxury House for Sale in DHA Phase 6 Lahore,DHA Phase 6,20.0,87500000.0,4375000.0,43.75 Lakh,5,5,2025-07-25
One Kanal Brand New Luxury Spanish House For Sale In Phase 8 DHA Lahore,DHA Phase 8,20.0,80000000.0,4000000.0,40.00 Lakh,5,6,2025-07-25
One Kanal Brand New Luxury Modern House For Sale in Phase 7 DHA Lahore,DHA Phase 7,20.0,80000000.0,4000000.0,40.00 Lakh,5,6,2025-07-25
One Kanal Brand New Luxury Modern House For Sale In Phase 8 DHA Lahore,DHA Phase 8,20.0,82500000.0,4125000.0,41.25 Lakh,5,6,2025-07-25
One Kanal Brand New Luxury Modern House For Sale In Phase 7 DHA Lahore,DHA Phase 7,20.0,72500000.0,3625000.0,36.25 Lakh,5,5,2025-07-25
One Kanal Luxury House for Sale in Ideal Location of DHA Phase 3 Lahore,DHA Phase 3,20.0,70000000.0,3500000.0,35.00 Lakh,5,5,2025-07-25
One Kanal Brand New Luxury Modern House For Sale In Phase 7 DHA Lahore,DHA Phase 7,20.0,75000000.0,3750000.0,37.50 Lakh,5,6,2025-07-25
One Kanal Brand New Luxury Spanish House for Sale in Phase 7 DHA Lahore,DHA Phase 7,20.0,75000000.0,3750000.0,37.50 Lakh,5,5,2025-07-25
ONE-KANAL MODERN DESIGN FULL HOUSE AVAILABLE FOR SALE 5 BEDS WITH ATTACHED BATHS,DHA Phase 6 - Block K,20.0,156000000.0,7800000.0,78.00 Lakh,5,6,2025-07-25
One Kanal Brand New Luxury Ultra-Modern Design Most Beautiful Fully Furnished Bungalow 2 Servant Quarter In Basement For Sale At Prime Location Of DHA Lahore Near To Park Masjid & DHA Raya Fairways Commercial.,DHA Phase 6,20.0,82500000.0,4125000.0,41.25 Lakh,5,6,2025-07-25
BRAND NEW FULLY FURNISHED HOUSE AVAILABLE FOR SALE,DHA Phase 6 - Block M,20.0,155000000.0,7750000.0,77.50 Lakh,5,6,2025-07-25
1 Kanal House Is Available For Sale In DHA Phase 7 Block X Lahore,DHA Phase 7 - Block X,20.0,107500000.0,5375000.0,53.75 Lakh,5,6,2025-07-25
5 Marla Brand New Top Quality Ultra Modern Luxury Villa For Sale In DHA,DHA 9 Town,5.0,21000000.0,4200000.0,42.00 Lakh,3,4,2025-07-27
5 Marla Renovated Owner Built Double Storey House For Sale,Wapda Town Phase 1,5.0,22500000.0,4500000.0,45.00 Lakh,3,4,2025-07-25
5 Marla Like A Brand New House Available For Sale At Sabzazar Lahore Vvip House Good Location,Sabzazar Scheme - Block P,5.0,25500000.0,5100000.0,51.00 Lakh,5,6,2025-07-25
"Stylish 5 Marla Modern House for Sale in Tulip Overseas Block Park View City, Lahore",Park View City - Tulip Overseas,5.0,21500000.0,4300000.0,43.00 Lakh,4,4,2025-07-25
5 MARLA BRAND NEW LUXURY HOUSE FOR SALE AT HOT LOCATION,DHA 9 Town,5.0,22000000.0,4400000.0,44.00 Lakh,3,5,2025-07-26
10 Marla Slightly Used House For Sale In  Dream Gardens  Lahore,Dream Gardens - Block E,10.0,39500000.0,3950000.0,39.50 Lakh,5,5,2025-07-25
One Kanal Brand New Luxury Ideal Location Spanish House For Sale In Phase 8 DHA Lahore,DHA Phase 8,20.0,82500000.0,4125000.0,41.25 Lakh,5,6,2025-07-25
One Kanal Brand New Luxury Modern House For Sale At Prime Location In Phase 6 DHA Lahore,DHA Phase 6,20.0,80000000.0,4000000.0,40.00 Lakh,5,5,2025-07-25
5 Marla Double Storey Brand New House For Sale In Neshaman E Iqbal,Nasheman-e-Iqbal Phase 2,5.0,18500000.0,3700000.0,37.00 Lakh,5,5,2025-07-25
Brand New Corner House For Sale In Neshaman E Iqbal Phase 2,Nasheman-e-Iqbal Phase 2,5.0,21000000.0,4200000.0,42.00 Lakh,5,5,2025-07-25
4 Marla Old House For Sale In Milltry Account,Military Accounts Housing Society,4.0,15000000.0,3750000.0,37.50 Lakh,4,4,2025-07-25
10 Marla Brand New House Available For Sale In Lake City,Lake City - Sector M-5,10.0,53500000.0,5350000.0,53.50 Lakh,6,6,2025-07-25
5 Marla Modern House For Sale,Central Park - Block A1,5.0,20000000.0,4000000.0,40.00 Lakh,3,4,2025-07-25
One Kanal Brand New Modern Luxury House For Sale at Prime Location in Phase 6 DHA Lahore,DHA Phase 6,20.0,87500000.0,4375000.0,43.75 Lakh,5,6,2025-07-25
One Kanal Brand New Modern Luxury House For Sale At Good Location In Phase 6 DHA Lahore,DHA Phase 6,20.0,87500000.0,4375000.0,43.75 Lakh,5,5,2025-07-25
One Kanal Brand New Luxury Modern House For Sale In Phase 7 DHA Lahore,DHA Phase 7,20.0,72500000.0,3625000.0,36.25 Lakh,5,5,2025-07-25
One Kanal Modern Luxury House For Sale At Prime Location In DHA Phase 4 Lahore,DHA Phase 4,20.0,75000000.0,3750000.0,37.50 Lakh,5,5,2025-07-25
One Kanal Brand New Luxury Modern House For Sale at Prime Location in Phase 6 DHA Lahore,DHA Phase 6,20.0,80000000.0,4000000.0,40.00 Lakh,5,5,2025-07-25
One Kanal Brand New Modern Luxury House For Sale at Prime Location in Phase 6 DHA Lahore,DHA Phase 6,20.0,87500000.0,4375000.0,43.75 Lakh,5,5,2025-07-25
Elegant One Kanal Brand New Luxury Spanish House for Sale in DHA Phase 6 Lahore,DHA Phase 6,20.0,87500000.0,4375000.0,43.75 Lakh,5,6,2025-07-25
Gass Installed 5 Marla Model House Near To 80ft Wide Road For Sale In Lake City Raiwind Road Lahore,Lake City,5.0,18500000.0,3700000.0,37.00 Lakh,3,2,2025-07-25
10 MARLA DOUBLE HIGHT LOBBY HOUSE FOR SALE IN JASMINE BLOCK SECTOR C BAHRIA TOWN LAHORE,Bahria Town - Jasmine Block,10.0,40000000.0,4000000.0,40.00 Lakh,5,6,2025-07-25
10 Marla 4 Bedroom Room Sd House Available For Sale  In Askari 11 Lahore,Askari 11,10.0,45500000.0,4550000.0,45.50 Lakh,4,5,2025-07-25
Rayan Construction Modern Bungalow For Sale At Hot Location Back To  Defence Raya,DHA Phase 7 - Block Q,20.0,67500000.0,3375000.0,33.75 Lakh,5,6,2025-07-24
"Top Location 1 Kanal Brand New Luxurious Villa For Sale Nearby Dfense Raya,",DHA Phase 6 - Block K,20.0,117500000.0,5875000.0,58.75 Lakh,5,6,2025-07-24
Prime Location 1 Kanal House In Lahore Is Available For sale,Wapda Town Phase 1,20.0,100000000.0,5000000.0,50.00 Lakh,6,6,2025-07-25
3 Years Installments Plan 5 Marla Brand New House For Sale In Park View City,Park View City,5.0,17500000.0,3500000.0,35.00 Lakh,5,6,2025-07-27
3 Years Installments Plan 10 Marla Brand New House For Sale In Park View City,Park View City,10.0,32000000.0,3200000.0,32.00 Lakh,5,6,2025-07-27
3 Years Installments Plan Brand New House For Sale In Park View City,Park View City,3.5,11500000.0,3285714.285714286,32.86 Lakh,3,4,2025-07-27
"Brand New 5 Marla Designer House For Sale Tulip Overseas Block, Park View City Lahore",Park View City,5.0,21500000.0,4300000.0,43.00 Lakh,4,4,2025-07-25
20 MARLA BRAND NEW MAZHER DESGIN BUNGALOW FOR SALE AT HOT FAVORITE LOCATION,DHA Phase 6 - Block H,20.0,79500000.0,3975000.0,39.75 Lakh,5,6,2025-07-25
5 Marla Brand New House In Your Budget Is UP For Sale In ParkView City,Park View City,5.0,21000000.0,4200000.0,42.00 Lakh,4,4,2025-07-25
10 Marla Spanish House For Sale,Central Park - Block A,10.0,36000000.0,3600000.0,36.00 Lakh,5,6,2025-07-25
3 Marla Ultra Modern House For Sale,Central Park - Block A1,5.0,21000000.0,4200000.0,42.00 Lakh,3,4,2025-07-25
5 Marla Gray Structure House For Sale In Nashaman E Iqbal Phase 2,Nasheman-e-Iqbal Phase 2,5.0,14000000.0,2800000.0,28.00 Lakh,4,5,2025-07-25
5 Marla Ultra Modern House For Sale,Central Park - Block A1,5.0,21000000.0,4200000.0,42.00 Lakh,3,4,2025-07-25
5 Marla Ultra Modern House For Sale,Central Park - Block A1,5.0,23500000.0,4700000.0,47.00 Lakh,4,4,2025-07-25
1 Kanal Brand New Luxury Ideal Location House For Sale In Phase 7 DHA Lahore,DHA Phase 7,20.0,75000000.0,3750000.0,37.50 Lakh,5,5,2025-07-25
"Prime Location 1 Kanal Luxury Home for Sale in DHA Phase 3, Lahore",DHA Phase 3,20.0,70000000.0,3500000.0,35.00 Lakh,5,5,2025-07-25
One Kanal Modern Luxury House For Sale At Good Location In DHA Phase 4 Lahore,DHA Phase 4,20.0,75000000.0,3750000.0,37.50 Lakh,5,5,2025-07-25
Stunning-Bungalow-With-Modern-Amenities!,DHA Phase 8 - Ex Park View,10.0,41500000.0,4150000.0,41.50 Lakh,4,7,2025-07-25
FOR SPANISH LOVER !,DHA Phase 5,10.0,45500000.0,4550000.0,45.50 Lakh,5,7,2025-07-25
5 Marla Brand New Luxury Modern House Near Dolman Mall Phase 6,DHA Phase 6,5.0,25500000.0,5100000.0,51.00 Lakh,3,4,2025-07-25
5 Marla Brand New House Near To Raya 9 Town DHA Lahore,DHA 9 Town,5.0,21100000.0,4220000.0,42.20 Lakh,3,4,2025-07-25
Prime Location 5 Marla House In Central Park - Block B For sale At Good Location,Central Park - Block B,5.0,20000000.0,4000000.0,40.00 Lakh,3,4,2025-07-24
1 Kanal Brand New A Plus Construction Modern Design Bungalow For Sale In DHA Phase 6 Lahore,DHA Phase 6,20.0,111000000.0,5550000.0,55.50 Lakh,5,6,2025-07-27
2 Kanal Full Basement Well Maintained Bungalow For Sale With Swimming Pool For Sale Phase 1,DHA Phase 1,40.0,140000000.0,3500000.0,35.00 Lakh,5,6,2025-07-24
A HOUSE THAT SPEAKS SUCCESS FULLY FURNISHED 1 KANAL LUXURY IN PHASE 6,DHA Phase 6,20.0,79500000.0,3975000.0,39.75 Lakh,5,6,2025-07-24
10 Marla Modren Desing Slightly Used Solar Installed House is available for Sale in Ex. Park View Block C DHA Lahore,DHA Phase 8 - Ex Park View,10.0,45000000.0,4500000.0,45.00 Lakh,4,5,2025-07-24
"Brand New 5 Marla Designer Corner House For Sale Tulip Overseas Block, Park View City Lahore",Park View City,5.0,23500000.0,4700000.0,47.00 Lakh,4,4,2025-07-25
Brand New 1 Kanal House For Sale In Jasmine Block Sector C Bahria Town Lahore,Bahria Town - Jasmine Block,20.0,105000000.0,5250000.0,52.50 Lakh,5,7,2025-07-24
23 MARLA CORNER FULLY FURNISHED SOLID BUILD HOUSE IS AVAILABLE FOR SALE,DHA Phase 6 - Block H,20.0,117500000.0,5875000.0,58.75 Lakh,5,6,2025-07-24
"5 Marla House Available For Sale Platinum Block, Park View City Lahore",Park View City,5.0,15500000.0,3100000.0,31.00 Lakh,4,4,2025-07-24
1 Kanal Ultra Modern House,DHA Phase 7 - Block Y,20.0,95000000.0,4750000.0,47.50 Lakh,5,6,2025-07-24
5 Marla Ideal House Brand New at Best Price in Tulip Overseas Block is up for SALE,Park View City - Tulip Overseas,5.0,22500000.0,4500000.0,45.00 Lakh,4,5,2025-07-25
5 Marla Premium House is up for Sale at Best Price in ParkView City,Park View City - Tulip Extension Block,5.0,21500000.0,4300000.0,43.00 Lakh,4,4,2025-07-25
5 Marla Ultra Modern House For Sale,Central Park - Block A1,5.0,20000000.0,4000000.0,40.00 Lakh,4,4,2025-07-25
1 Kanal Brand New House With Basement Available For Sale,DHA Phase 7 - Block Y,20.0,95000000.0,4750000.0,47.50 Lakh,5,6,2025-07-25
3 Years Installments Plan 10 Marla Brand New House For Sale In Park View City,Park View City,10.0,32000000.0,3200000.0,32.00 Lakh,5,6,2025-07-25
3 Years Installments Plan Brand New House For Sale In Park View City,Park View City,3.5,11000000.0,3142857.1428571427,31.43 Lakh,3,4,2025-07-27
5 Marla Master Piece Near Tim Hortons Huge Park Luxury Bungalow For Sale In DHA,DHA 9 Town,5.0,24500000.0,4900000.0,49.00 Lakh,4,5,2025-07-25
100% Original Kanal Brand New Luxury Full Basement Nearby Raya Pool In Bedroom First Ever Full Designer Bungalow In M Block Phase 6 DHA Lahore,DHA Phase 6 - Block M,20.0,240000000.0,12000000.0,1.20 Cr,6,6,2025-07-25
100% Original Available Kanal Brand New Luxury Spanish Villa at Nearby Dolmen Mall in G Block Phase 6 DHA Lahore,DHA Phase 6 - Block G,20.0,87500000.0,4375000.0,43.75 Lakh,5,6,2025-07-25
Kanal Brand New Modern Lines Designer Bungalow Nearby Tim Horton And KFC In J Block Phase 6 DHA Lahore,DHA Phase 6 - Block J,20.0,95000000.0,4750000.0,47.50 Lakh,5,6,2025-07-25
1 Kanal Brand New Luxury Spacious House For Sale In N Block Phase 6 DHA Lahore,DHA Phase 6 - Block N,20.0,78500000.0,3925000.0,39.25 Lakh,5,6,2025-07-25
"1 Kanal Luxury Modern House for Sale in DD Block, Phase 4 DHA Lahore",DHA Phase 4 - Block DD,20.0,80000000.0,4000000.0,40.00 Lakh,5,6,2025-07-25
1 Kanal Brand New Luxury Central Location House For Sale Nearby Tim Horton in Z1 IVY Green Block Phase 8 DHA Lahore,DHA Phase 8 - Block Z1,20.0,75000000.0,3750000.0,37.50 Lakh,5,6,2025-07-25
1 Kanal Brand New Spanish Solid Construction In Dha Phase 7,DHA Phase 7 - Block U,20.0,117500000.0,5875000.0,58.75 Lakh,5,6,2025-07-27
Brand New Modern Design House Dha Lahore Phase 7 A+Construction owner Build House Luxury Living,DHA Phase 7 - Block T,20.0,110000000.0,5500000.0,55.00 Lakh,5,6,2025-07-27
"Investors Jackpot! Secure This 1-Kanal Ultra-Spacious Bungalow with Basement, 5 Attached Baths, and Dual Company Kitchens in Prime DHA Phase 6 at the Lowest Market Price A Fresh Listing by Wall Green Realtors",DHA Phase 6,20.0,95000000.0,4750000.0,47.50 Lakh,5,6,2025-07-27
"Deal of the Month Unmatched Opportunity to Own a Lavish 1-Kanal Bungalow in DHA Phase 4 Modern Architecture, 5 Beds, and the Best Price in Town!",DHA Phase 4,20.0,69900000.0,3495000.0,34.95 Lakh,5,6,2025-07-27
"DHA Phase 3 Treasure Corner Positioned 4-Bed Home with Jacuzzi Bath, Marble Flooring & 22 KVA Solar Backup | Renovated to Perfection!",DHA Phase 3,20.0,87500000.0,4375000.0,43.75 Lakh,4,5,2025-07-27
5 MARLA MOST BEAUTIFUL USED HOUSE FOR SALE IN DHA 9 TOWN,DHA 9 Town,5.0,22000000.0,4400000.0,44.00 Lakh,3,4,2025-07-24
1 Kanal House For Sale | 10KW Solar Installed | Original Pictures | Bahria Town Lahore,Bahria Town - Overseas A,20.0,78000000.0,3900000.0,39.00 Lakh,5,6,2025-07-24
House In DHA Phase 9 Town,DHA 9 Town,5.0,23000000.0,4600000.0,46.00 Lakh,3,3,2025-07-24
"Experience Majestic Modern Joint Family Living In A 2-Kanal Brand New Fully Furnished Designer Home With 7 Attached Bedrooms, Basement, 3 Stylish Kitchens & Lush Lawn In DHA Phase 3 Offered Exclusively By Z-Team Construction",DHA Phase 3,40.0,370000000.0,9250000.0,92.50 Lakh,7,7,2025-07-24
5 Marla Beautifully Designed House For Sale And Direct Meeting With Owner In Park View City Lahore.,Park View City,5.0,16500000.0,3300000.0,33.00 Lakh,4,4,2025-07-27
Very Close to Macdonald 01 Kanal Mazhar Muneer Design Bungalow For Sale,DHA Phase 7,20.0,75000000.0,3750000.0,37.50 Lakh,5,6,2025-07-25
PRIME LOCATION 10 MARLA OLD HOUSE AVAILABLE FOR SALE IN DHA PHASE 8 EX AIR AVENUE,DHA Phase 8 - Ex Air Avenue,10.0,42500000.0,4250000.0,42.50 Lakh,4,5,2025-07-27
3 Years Installments Plan 5 Marla Brand New House For Sale In Park View City,Park View City,5.0,17500000.0,3500000.0,35.00 Lakh,4,5,2025-07-27
10 Marla 4 Bedrooms House Available For Sale.,Askari 11 - Sector B,10.0,48500000.0,4850000.0,48.50 Lakh,4,5,2025-07-25
Excellent Location House Available For Sale.,Askari 11 - Sector A,10.0,63000000.0,6300000.0,63.00 Lakh,4,5,2025-07-25
One Kanal Brand New Modern Design Semi-Furnished Luxury House Available For Sale in DHA Phase-6 Block-G,DHA Phase 6 - Block A,20.0,180000000.0,9000000.0,90.00 Lakh,5,6,2025-07-25
